['contig-0092817', 5843295]
['contig-0065869', 579627]
['contig-0061529', 579422]
['contig-0057135', 578915]
['contig-0053641', 578468]
['contig-0028348', 577735]
['contig-0029442', 577330]
['contig-0037657', 577267]
['contig-0061174', 577235]
['contig-0047817', 576057]
['contig-0088694', 575664]
['contig-0028923', 575201]
['contig-0045129', 574908]
['contig-0126529', 574642]
['contig-0071071', 574383]
['contig-0061736', 573696]
['contig-0003866', 573594]
['contig-0054048', 573501]
['contig-0018084', 573210]
['contig-0047305', 573007]
['contig-0074479', 572807]
['contig-0116182', 572606]
['contig-0121722', 572493]
['contig-0026862', 572286]
['contig-0088746', 571912]
['contig-0007456', 571831]
['contig-0091795', 571743]
['contig-0062222', 571495]
['contig-0112505', 571266]
['contig-0027929', 570645]
['contig-0108354', 570525]
['contig-0084619', 570228]
['contig-0101209', 570114]
['contig-0040949', 569953]
['contig-0062464', 569616]
['contig-0094934', 569552]
['contig-0101773', 569472]
['contig-0040201', 569021]
['contig-0106112', 568476]
['contig-0111793', 567766]
['contig-0001733', 567578]
['contig-0000193', 566409]
['contig-0034383', 566219]
['contig-0107628', 566173]
['contig-0067430', 566151]
['contig-0059478', 565857]
['contig-0065854', 565702]
['contig-0042861', 565698]
['contig-0040397', 565333]
['contig-0101045', 563822]
['contig-0043967', 563762]
['contig-0091693', 563601]
['contig-0029689', 563533]
['contig-0112006', 563400]
['contig-0112360', 563345]
['contig-0026842', 562677]
['contig-0076084', 562153]
['contig-0022868', 561818]
['contig-0079186', 561511]
['contig-0106377', 561012]
['contig-0075172', 560717]
['contig-0126442', 560696]
['contig-0119232', 560337]
['contig-0093013', 560134]
['contig-0061902', 559650]
['contig-0024283', 559473]
['contig-0041933', 559195]
['contig-0023518', 558443]
['contig-0042017', 558182]
['contig-0013892', 558090]
['contig-0041281', 556725]
['contig-0093341', 556256]
['contig-0041000', 556002]
['contig-0007498', 555848]
['contig-0059804', 555823]
['contig-0082503', 555531]
['contig-0071131', 555293]
['contig-0045132', 555084]
['contig-0009092', 554638]
['contig-0087253', 554539]
['contig-0024727', 552881]
['contig-0003904', 552696]
['contig-0092808', 551998]
['contig-0082246', 551789]
['contig-0125477', 551509]
['contig-0012163', 550672]
['contig-0004788', 550641]
['contig-0064309', 550012]
['contig-0095119', 549904]
['contig-0096725', 548667]
['contig-0051965', 548646]
['contig-0080589', 548624]
['contig-0121100', 547854]
['contig-0108320', 547224]
['contig-0046562', 546473]
['contig-0036117', 546090]
['contig-0006117', 545920]
['contig-0001423', 545902]
['contig-0123377', 545069]
['contig-0068155', 544109]
['contig-0119690', 544022]
['contig-0061586', 543350]
['contig-0027307', 543339]
['contig-0060712', 542223]
['contig-0116341', 541402]
['contig-0118533', 541255]
['contig-0035123', 541231]
['contig-0060833', 541019]
['contig-0012486', 540852]
['contig-0039041', 540717]
['contig-0058300', 540557]
['contig-0024819', 540354]
['contig-0007434', 540143]
['contig-0016839', 539991]
['contig-0087371', 539984]
['contig-0060369', 539527]
['contig-0003915', 539442]
['contig-0123094', 539136]
['contig-0107696', 539091]
['contig-0023820', 539015]
['contig-0068456', 538766]
['contig-0062032', 538563]
['contig-0116788', 538392]
['contig-0046999', 538275]
['contig-0090190', 538226]
['contig-0085399', 538077]
['contig-0106040', 537354]
['contig-0091287', 536482]
['contig-0043180', 536280]
['contig-0062238', 535780]
['contig-0055960', 535770]
['contig-0000876', 535442]
['contig-0106903', 535329]
['contig-0111880', 535166]
['contig-0019130', 534969]
['contig-0094279', 534888]
['contig-0067514', 534823]
['contig-0104334', 534388]
['contig-0017653', 534355]
['contig-0081043', 534349]
['contig-0090894', 534020]
['contig-0031781', 533481]
['contig-0020160', 533245]
['contig-0093617', 533029]
['contig-0044441', 533005]
['contig-0088522', 532932]
['contig-0004857', 532772]
['contig-0009225', 531966]
['contig-0058600', 531827]
['contig-0071547', 531753]
['contig-0100850', 531748]
['contig-0056348', 531258]
['contig-0021230', 530977]
['contig-0055774', 530883]
['contig-0048647', 530688]
['contig-0096602', 530592]
['contig-0088521', 530351]
['contig-0013902', 529293]
['contig-0060259', 529131]
['contig-0058802', 529108]
['contig-0040134', 528907]
['contig-0114396', 528604]
['contig-0105374', 528008]
['contig-0069332', 527796]
['contig-0021977', 527734]
['contig-0032230', 527034]
['contig-0069700', 526835]
['contig-0085063', 526747]
['contig-0067919', 526517]
['contig-0052167', 526331]
['contig-0070687', 526309]
['contig-0077320', 525914]
['contig-0115595', 525610]
['contig-0018085', 525580]
['contig-0090970', 525349]
['contig-0009205', 524793]
['contig-0115343', 524781]
['contig-0088140', 524500]
['contig-0080082', 524073]
['contig-0117559', 523793]
['contig-0040307', 523222]
['contig-0060208', 522437]
['contig-0070401', 522365]
['contig-0115277', 522272]
['contig-0032610', 522237]
['contig-0110933', 521866]
['contig-0016958', 521764]
['contig-0022895', 521408]
['contig-0075293', 521390]
['contig-0027134', 520022]
['contig-0013202', 519826]
['contig-0005263', 519779]
['contig-0076085', 519188]
['contig-0119252', 519002]
['contig-0046963', 518799]
['contig-0085453', 518653]
['contig-0058539', 518247]
['contig-0007554', 517835]
['contig-0077632', 517507]
['contig-0102133', 517452]
['contig-0026679', 517435]
['contig-0035323', 516867]
['contig-0093874', 515706]
['contig-0072818', 515302]
['contig-0024216', 514747]
['contig-0088404', 513473]
['contig-0006681', 513097]
['contig-0041400', 512938]
['contig-0057923', 512781]
['contig-0027074', 512528]
['contig-0042734', 512237]
['contig-0047982', 511171]
['contig-0109046', 511070]
['contig-0075503', 510971]
['contig-0019745', 510632]
['contig-0013284', 510615]
['contig-0109844', 510323]
['contig-0071186', 509803]
['contig-0039489', 509742]
['contig-0028632', 509682]
['contig-0034328', 509428]
['contig-0009488', 509388]
['contig-0025466', 508992]
['contig-0126103', 508917]
['contig-0076708', 508643]
['contig-0121911', 508397]
['contig-0056349', 508385]
['contig-0075957', 508361]
['contig-0124123', 507481]
['contig-0093551', 506607]
['contig-0104227', 506358]
['contig-0118817', 506239]
['contig-0044459', 506208]
['contig-0067569', 506155]
['contig-0048697', 505974]
['contig-0053139', 505517]
['contig-0107894', 505186]
['contig-0014760', 505139]
['contig-0018040', 504509]
['contig-0121811', 504447]
['contig-0125344', 504072]
['contig-0040670', 504039]
['contig-0063808', 503717]
['contig-0055382', 503528]
['contig-0015566', 503402]
['contig-0122480', 503249]
['contig-0053516', 502963]
['contig-0023630', 502811]
['contig-0068360', 502678]
['contig-0119296', 502494]
['contig-0062612', 501919]
['contig-0039945', 501636]
['contig-0095050', 500885]
['contig-0048601', 500507]
['contig-0028380', 500194]
['contig-0068161', 499748]
['contig-0027984', 499695]
['contig-0066422', 499684]
['contig-0066005', 499617]
['contig-0128181', 499401]
['contig-0094534', 499154]
['contig-0067096', 499055]
['contig-0104822', 498609]
['contig-0061219', 498530]
['contig-0089324', 498468]
['contig-0078358', 498246]
['contig-0056550', 497891]
['contig-0082944', 497772]
['contig-0046280', 497635]
['contig-0071389', 497345]
['contig-0123591', 497332]
['contig-0014686', 497308]
['contig-0069034', 497123]
['contig-0011911', 496518]
['contig-0069937', 496289]
['contig-0082887', 496052]
['contig-0031049', 496046]
['contig-0120308', 495543]
['contig-0048251', 495394]
['contig-0028736', 495294]
['contig-0053029', 495002]
['contig-0026504', 494794]
['contig-0010075', 494368]
['contig-0051547', 494153]
['contig-0056769', 494069]
['contig-0114726', 493851]
['contig-0054824', 493757]
['contig-0036292', 493577]
['contig-0031884', 493427]
['contig-0046966', 492933]
['contig-0047028', 492382]
['contig-0057766', 491975]
['contig-0030047', 491862]
['contig-0050841', 491827]
['contig-0073826', 491337]
['contig-0058893', 491103]
['contig-0051392', 491044]
['contig-0074614', 490990]
['contig-0109450', 490513]
['contig-0006265', 490300]
['contig-0045205', 489898]
['contig-0100813', 489844]
['contig-0128227', 489793]
['contig-0098353', 489421]
['contig-0000439', 489234]
['contig-0106108', 489230]
['contig-0103768', 489042]
['contig-0060922', 488657]
['contig-0019183', 488369]
['contig-0057920', 488140]
['contig-0034830', 488019]
['contig-0003752', 486972]
['contig-0085774', 486704]
['contig-0055061', 486271]
['contig-0023274', 485970]
['contig-0111625', 485912]
['contig-0014173', 485368]
['contig-0070535', 485321]
['contig-0088219', 485251]
['contig-0033770', 484913]
['contig-0111996', 484868]
['contig-0061982', 484782]
['contig-0016960', 484692]
['contig-0093636', 484513]
['contig-0037776', 483780]
['contig-0080113', 483680]
['contig-0075451', 483580]
['contig-0055619', 483572]
['contig-0044342', 483534]
['contig-0011990', 482868]
['contig-0063911', 482389]
['contig-0128404', 482354]
['contig-0103683', 482188]
['contig-0034027', 481987]
['contig-0077424', 481916]
['contig-0007463', 481783]
['contig-0085087', 481781]
['contig-0027257', 481653]
['contig-0033127', 481288]
['contig-0056600', 480786]
['contig-0078740', 480572]
['contig-0013040', 480474]
['contig-0016263', 480182]
['contig-0041452', 479858]
['contig-0029863', 479726]
['contig-0007625', 479639]
['contig-0022598', 479363]
['contig-0032448', 479355]
['contig-0094109', 479345]
['contig-0016413', 479108]
['contig-0044130', 479070]
['contig-0088868', 478719]
['contig-0115448', 478718]
['contig-0044114', 478491]
['contig-0077555', 478273]
['contig-0003155', 478186]
['contig-0012808', 478170]
['contig-0033036', 478090]
['contig-0112869', 478026]
['contig-0017382', 477752]
['contig-0125661', 477709]
['contig-0041215', 477656]
['contig-0043977', 477589]
['contig-0089522', 477497]
['contig-0098013', 477122]
['contig-0069437', 477050]
['contig-0029921', 476924]
['contig-0069035', 476650]
['contig-0085096', 476263]
['contig-0052234', 475757]
['contig-0086131', 475640]
['contig-0100167', 475029]
['contig-0093935', 474684]
['contig-0037523', 474496]
['contig-0069864', 473771]
['contig-0085072', 473616]
['contig-0013529', 473274]
['contig-0017731', 472946]
['contig-0063144', 472631]
['contig-0011852', 472574]
['contig-0064325', 472223]
['contig-0000266', 471984]
['contig-0099222', 471943]
['contig-0110866', 471924]
['contig-0112473', 471840]
['contig-0112053', 471532]
['contig-0005044', 471501]
['contig-0055508', 471468]
['contig-0084554', 470926]
['contig-0110049', 470460]
['contig-0066226', 470160]
['contig-0121429', 469902]
['contig-0121665', 469716]
['contig-0000316', 469497]
['contig-0070419', 469250]
['contig-0004432', 469208]
['contig-0049492', 469135]
['contig-0032524', 469108]
['contig-0091172', 468949]
['contig-0093280', 468902]
['contig-0039264', 468832]
['contig-0053462', 468647]
['contig-0077142', 468479]
['contig-0028453', 468387]
['contig-0050789', 468326]
['contig-0113085', 468267]
['contig-0017299', 468096]
['contig-0090509', 468022]
['contig-0114279', 467961]
['contig-0003844', 467933]
['contig-0023355', 467611]
['contig-0088272', 467194]
['contig-0064258', 467151]
['contig-0057558', 467083]
['contig-0044991', 466922]
['contig-0026258', 466607]
['contig-0088135', 466471]
['contig-0117572', 466211]
['contig-0091556', 465823]
['contig-0002345', 465808]
['contig-0087409', 465683]
['contig-0001742', 465432]
['contig-0023473', 465307]
['contig-0105601', 465242]
['contig-0083551', 465134]
['contig-0060667', 465117]
['contig-0001654', 464941]
['contig-0118523', 464754]
['contig-0030228', 464650]
['contig-0001007', 463992]
['contig-0050427', 463519]
['contig-0091247', 463508]
['contig-0097857', 462896]
['contig-0008147', 462791]
['contig-0018873', 462670]
['contig-0126494', 462664]
['contig-0005504', 462095]
['contig-0088099', 461784]
['contig-0017852', 461763]
['contig-0013001', 461627]
['contig-0019382', 461575]
['contig-0083040', 461545]
['contig-0026753', 461368]
['contig-0042478', 461301]
['contig-0004309', 461222]
['contig-0061096', 461147]
['contig-0035129', 461076]
['contig-0061115', 460824]
['contig-0054077', 460756]
['contig-0093504', 460680]
['contig-0051164', 460656]
['contig-0044805', 460088]
['contig-0075424', 459702]
['contig-0076776', 459443]
['contig-0100135', 459068]
['contig-0027073', 458879]
['contig-0126099', 458764]
['contig-0058107', 458185]
['contig-0051009', 458122]
['contig-0031279', 458041]
['contig-0086529', 458041]
['contig-0038629', 457534]
['contig-0084628', 457503]
['contig-0051608', 457495]
['contig-0094473', 457457]
['contig-0072538', 457395]
['contig-0034054', 456998]
['contig-0099246', 456729]
['contig-0020007', 456191]
['contig-0078860', 456156]
['contig-0059787', 455974]
['contig-0063394', 455913]
['contig-0029713', 455573]
['contig-0028448', 455389]
['contig-0000649', 455332]
['contig-0118024', 455301]
['contig-0110112', 455282]
['contig-0115674', 455193]
['contig-0025862', 454741]
['contig-0048712', 454445]
['contig-0056619', 454404]
['contig-0096936', 454144]
['contig-0047291', 453815]
['contig-0055402', 453191]
['contig-0097843', 453013]
['contig-0012877', 452939]
['contig-0102819', 452921]
['contig-0034337', 452735]
['contig-0076266', 452710]
['contig-0077501', 452669]
['contig-0037652', 452574]
['contig-0086071', 452289]
['contig-0058777', 451941]
['contig-0032528', 451903]
['contig-0042227', 451887]
['contig-0049460', 451326]
['contig-0045671', 451049]
['contig-0046598', 450850]
['contig-0046667', 450753]
['contig-0009406', 450324]
['contig-0124727', 449975]
['contig-0046749', 449932]
['contig-0058716', 449814]
['contig-0110139', 449611]
['contig-0107798', 448852]
['contig-0071127', 448799]
['contig-0052809', 448618]
['contig-0052943', 448455]
['contig-0020456', 448275]
['contig-0005087', 448136]
['contig-0091018', 448096]
['contig-0119285', 447719]
['contig-0101210', 447643]
['contig-0046522', 447589]
['contig-0119988', 447367]
['contig-0021726', 447254]
['contig-0043196', 447185]
['contig-0092225', 447081]
['contig-0113002', 447074]
['contig-0087598', 447025]
['contig-0097192', 446668]
['contig-0048425', 446175]
['contig-0033873', 446124]
['contig-0049758', 446104]
['contig-0058199', 445967]
['contig-0061546', 445949]
['contig-0003212', 445946]
['contig-0100110', 445882]
['contig-0020086', 445666]
['contig-0101910', 445032]
['contig-0020183', 444787]
['contig-0115024', 444645]
['contig-0012079', 444463]
['contig-0071426', 444388]
['contig-0032271', 444250]
['contig-0019763', 444078]
['contig-0108572', 443977]
['contig-0048011', 443092]
['contig-0120735', 442947]
['contig-0062522', 442886]
['contig-0105706', 442879]
['contig-0011297', 442854]
['contig-0046370', 442562]
['contig-0002689', 442487]
['contig-0016417', 442397]
['contig-0067432', 442233]
['contig-0010774', 442136]
['contig-0111002', 442005]
['contig-0086182', 441815]
['contig-0006493', 441804]
['contig-0093406', 441532]
['contig-0052034', 441262]
['contig-0091834', 440299]
['contig-0070446', 440196]
['contig-0013565', 440133]
['contig-0001961', 440099]
['contig-0040901', 439942]
['contig-0115427', 439902]
['contig-0004287', 439793]
['contig-0002986', 439688]
['contig-0062184', 439636]
['contig-0092579', 439197]
['contig-0118565', 438793]
['contig-0100782', 438783]
['contig-0022047', 438754]
['contig-0003755', 438717]
['contig-0080810', 438477]
['contig-0006417', 438373]
['contig-0036255', 438302]
['contig-0080271', 438155]
['contig-0024571', 438024]
['contig-0108995', 437993]
['contig-0117059', 437960]
['contig-0023486', 437871]
['contig-0034367', 437757]
['contig-0005234', 437723]
['contig-0042045', 437169]
['contig-0066207', 437160]
['contig-0123410', 437120]
['contig-0017853', 436896]
['contig-0112731', 436839]
['contig-0067264', 436761]
['contig-0107536', 436279]
['contig-0046421', 436249]
['contig-0030057', 436230]
['contig-0023231', 436184]
['contig-0070629', 436088]
['contig-0062251', 436017]
['contig-0071499', 435844]
['contig-0028967', 435687]
['contig-0065112', 435642]
['contig-0038862', 435460]
['contig-0016371', 435449]
['contig-0043377', 435306]
['contig-0022081', 435293]
['contig-0094842', 435019]
['contig-0078507', 434937]
['contig-0113223', 434882]
['contig-0057352', 434817]
['contig-0038651', 434508]
['contig-0117266', 434163]
['contig-0073930', 434107]
['contig-0057057', 433893]
['contig-0042477', 433723]
['contig-0029502', 433720]
['contig-0069709', 433610]
['contig-0027614', 433544]
['contig-0082693', 433528]
['contig-0041167', 433314]
['contig-0004983', 432922]
