['DEINVI_00007', 132903021]
['DEINVI_08163', 43773]
['DEINVI_06102', 43752]
['DEINVI_04284', 43742]
['DEINVI_08169', 43721]
['DEINVI_06205', 43695]
['DEINVI_08172', 43695]
['DEINVI_08175', 43632]
['DEINVI_02568', 43515]
['DEINVI_03913', 43505]
['DEINVI_08181', 43492]
['DEINVI_05790', 43480]
['DEINVI_02924', 43433]
['DEINVI_08186', 43422]
['DEINVI_08188', 43416]
['DEINVI_07121', 43409]
['DEINVI_06588', 43338]
['DEINVI_06621', 43308]
['DEINVI_08194', 43286]
['DEINVI_08195', 43276]
['DEINVI_02481', 43255]
['DEINVI_00339', 43234]
['DEINVI_05066', 43215]
['DEINVI_02304', 43183]
['DEINVI_07032', 43180]
['DEINVI_08201', 43166]
['DEINVI_08202', 43143]
['DEINVI_06749', 43132]
['DEINVI_04621', 43090]
['DEINVI_03661', 43087]
['DEINVI_08213', 43084]
['DEINVI_02769', 43070]
['DEINVI_08217', 43033]
['DEINVI_04395', 43024]
['DEINVI_05650', 43001]
['DEINVI_00978', 43000]
['DEINVI_01026', 43000]
['DEINVI_01455', 43000]
['DEINVI_04914', 43000]
['DEINVI_05209', 43000]
['DEINVI_03799', 42963]
['DEINVI_08225', 42919]
['DEINVI_00338', 42883]
['DEINVI_08227', 42882]
['DEINVI_08228', 42882]
['DEINVI_03769', 42799]
['DEINVI_08235', 42772]
['DEINVI_03946', 42767]
['DEINVI_04309', 42743]
['DEINVI_08239', 42724]
['DEINVI_05666', 42675]
['DEINVI_08247', 42649]
['DEINVI_02643', 42620]
['DEINVI_06854', 42605]
['DEINVI_08255', 42569]
['DEINVI_08257', 42516]
['DEINVI_03993', 42492]
['DEINVI_08260', 42480]
['DEINVI_04269', 42432]
['DEINVI_02039', 42400]
['DEINVI_02427', 42396]
['DEINVI_02057', 42386]
['DEINVI_08265', 42382]
['DEINVI_08266', 42372]
['DEINVI_04903', 42338]
['DEINVI_01845', 42312]
['DEINVI_01482', 42256]
['DEINVI_06392', 42237]
['DEINVI_03384', 42235]
['DEINVI_08281', 42224]
['DEINVI_06491', 42193]
['DEINVI_00341', 42171]
['DEINVI_05950', 42165]
['DEINVI_08289', 42104]
['DEINVI_01719', 42100]
['DEINVI_05398', 42090]
['DEINVI_00629', 42080]
['DEINVI_00572', 42066]
['DEINVI_08290', 42065]
['DEINVI_04215', 42011]
['DEINVI_00149', 42000]
['DEINVI_00170', 42000]
['DEINVI_00340', 42000]
['DEINVI_01483', 42000]
['DEINVI_01605', 42000]
['DEINVI_01908', 42000]
['DEINVI_03807', 42000]
['DEINVI_05241', 41732]
['DEINVI_00304', 41694]
['DEINVI_05708', 41651]
['DEINVI_01873', 41642]
['DEINVI_04339', 41611]
['DEINVI_06734', 41586]
['DEINVI_08325', 41582]
['DEINVI_03987', 41533]
['DEINVI_00806', 41525]
['DEINVI_00237', 41500]
['DEINVI_03602', 41443]
['DEINVI_08339', 41410]
['DEINVI_05814', 41399]
['DEINVI_02740', 41391]
['DEINVI_08343', 41380]
['DEINVI_08345', 41347]
['DEINVI_08346', 41330]
['DEINVI_08349', 41328]
['DEINVI_03191', 41313]
['DEINVI_06485', 41272]
['DEINVI_01863', 41268]
['DEINVI_02025', 41224]
['DEINVI_02870', 41223]
['DEINVI_06376', 41220]
['DEINVI_08355', 41216]
['DEINVI_08356', 41189]
['DEINVI_08361', 41167]
['DEINVI_04393', 41118]
['DEINVI_01165', 41115]
['DEINVI_08373', 41108]
['DEINVI_00573', 41081]
['DEINVI_06279', 41078]
['DEINVI_06415', 41070]
['DEINVI_00342', 41024]
['DEINVI_00201', 41000]
['DEINVI_02051', 41000]
['DEINVI_05156', 41000]
['DEINVI_04307', 40999]
['DEINVI_04704', 40973]
['DEINVI_05097', 40965]
['DEINVI_08387', 40947]
['DEINVI_08390', 40931]
['DEINVI_03996', 40922]
['DEINVI_08403', 40853]
['DEINVI_08404', 40852]
['DEINVI_03975', 40845]
['DEINVI_00234', 40834]
['DEINVI_04460', 40794]
['DEINVI_00343', 40787]
['DEINVI_02238', 40758]
['DEINVI_08413', 40757]
['DEINVI_08414', 40751]
['DEINVI_00347', 40745]
['DEINVI_06092', 40740]
['DEINVI_08422', 40662]
['DEINVI_04831', 40593]
['DEINVI_04769', 40581]
['DEINVI_05541', 40519]
['DEINVI_08435', 40509]
['DEINVI_00138', 40500]
['DEINVI_08439', 40491]
['DEINVI_08440', 40490]
['DEINVI_03728', 40487]
['DEINVI_06554', 40485]
['DEINVI_06910', 40455]
['DEINVI_08446', 40381]
['DEINVI_01065', 40355]
['DEINVI_05481', 40333]
['DEINVI_02396', 40324]
['DEINVI_00346', 40320]
['DEINVI_07215', 40320]
['DEINVI_05081', 40285]
['DEINVI_03469', 40284]
['DEINVI_01002', 40231]
['DEINVI_05150', 40207]
['DEINVI_06987', 40189]
['DEINVI_08459', 40188]
['DEINVI_00349', 40185]
['DEINVI_00345', 40169]
['DEINVI_00574', 40162]
['DEINVI_08460', 40126]
['DEINVI_08463', 40106]
['DEINVI_07261', 40080]
['DEINVI_08469', 40066]
['DEINVI_08470', 40050]
['DEINVI_06557', 40003]
['DEINVI_00954', 40000]
['DEINVI_01304', 40000]
['DEINVI_01531', 40000]
['DEINVI_01894', 40000]
['DEINVI_03756', 40000]
['DEINVI_03809', 40000]
['DEINVI_03982', 40000]
['DEINVI_05143', 40000]
['DEINVI_08477', 39983]
['DEINVI_06539', 39981]
['DEINVI_02687', 39943]
['DEINVI_05770', 39906]
['DEINVI_05923', 39896]
['DEINVI_08487', 39856]
['DEINVI_04552', 39810]
['DEINVI_08492', 39806]
['DEINVI_00348', 39786]
['DEINVI_05356', 39773]
['DEINVI_08498', 39733]
['DEINVI_06434', 39693]
['DEINVI_08510', 39675]
['DEINVI_08512', 39659]
['DEINVI_08515', 39628]
['DEINVI_08516', 39624]
['DEINVI_08524', 39552]
['DEINVI_06960', 39509]
['DEINVI_01125', 39452]
['DEINVI_08532', 39444]
['DEINVI_05625', 39417]
['DEINVI_03657', 39410]
['DEINVI_08537', 39393]
['DEINVI_06603', 39390]
['DEINVI_07326', 39365]
['DEINVI_08542', 39361]
['DEINVI_08543', 39353]
['DEINVI_06123', 39352]
['DEINVI_04360', 39328]
['DEINVI_05372', 39321]
['DEINVI_08546', 39298]
['DEINVI_06194', 39279]
['DEINVI_06357', 39263]
['DEINVI_08552', 39247]
['DEINVI_00350', 39234]
['DEINVI_03355', 39197]
['DEINVI_07069', 39153]
['DEINVI_04286', 39104]
['DEINVI_00351', 39100]
['DEINVI_05646', 39076]
['DEINVI_04079', 39070]
['DEINVI_06747', 39058]
['DEINVI_08566', 39032]
['DEINVI_03697', 39022]
['DEINVI_04532', 39019]
['DEINVI_00082', 39000]
['DEINVI_02840', 39000]
['DEINVI_05878', 38991]
['DEINVI_03195', 38964]
['DEINVI_01511', 38956]
['DEINVI_06062', 38943]
['DEINVI_02503', 38918]
['DEINVI_08576', 38914]
['DEINVI_02591', 38912]
['DEINVI_08580', 38859]
['DEINVI_08581', 38857]
['DEINVI_01524', 38853]
['DEINVI_01411', 38850]
['DEINVI_00835', 38816]
['DEINVI_06858', 38809]
['DEINVI_08582', 38809]
['DEINVI_00353', 38801]
['DEINVI_08583', 38796]
['DEINVI_02269', 38789]
['DEINVI_08585', 38779]
['DEINVI_02602', 38749]
['DEINVI_06678', 38709]
['DEINVI_08593', 38698]
['DEINVI_08595', 38694]
['DEINVI_01775', 38661]
['DEINVI_03137', 38659]
['DEINVI_08601', 38621]
['DEINVI_08602', 38611]
['DEINVI_06782', 38591]
['DEINVI_05169', 38574]
['DEINVI_03018', 38515]
['DEINVI_08613', 38477]
['DEINVI_08615', 38451]
['DEINVI_08617', 38419]
['DEINVI_06904', 38416]
['DEINVI_06767', 38401]
['DEINVI_08619', 38384]
['DEINVI_07101', 38377]
['DEINVI_08623', 38334]
['DEINVI_08624', 38328]
['DEINVI_08630', 38275]
['DEINVI_08633', 38254]
['DEINVI_00355', 38226]
['DEINVI_08639', 38200]
['DEINVI_04389', 38190]
['DEINVI_08641', 38178]
['DEINVI_00356', 38156]
['DEINVI_03360', 38153]
['DEINVI_00157', 38067]
['DEINVI_06298', 38037]
['DEINVI_00101', 38000]
['DEINVI_01201', 38000]
['DEINVI_01749', 38000]
['DEINVI_02191', 38000]
['DEINVI_02830', 38000]
['DEINVI_02901', 38000]
['DEINVI_08658', 37982]
['DEINVI_05847', 37876]
['DEINVI_06840', 37852]
['DEINVI_01407', 37841]
['DEINVI_08674', 37838]
['DEINVI_04892', 37810]
['DEINVI_08676', 37794]
['DEINVI_04885', 37792]
['DEINVI_08682', 37761]
['DEINVI_08683', 37754]
['DEINVI_07200', 37733]
['DEINVI_03543', 37726]
['DEINVI_08684', 37721]
['DEINVI_03579', 37708]
['DEINVI_02042', 37690]
['DEINVI_05465', 37669]
['DEINVI_08693', 37657]
['DEINVI_02149', 37637]
['DEINVI_08697', 37599]
['DEINVI_06214', 37590]
['DEINVI_03740', 37589]
['DEINVI_06030', 37574]
['DEINVI_06371', 37524]
['DEINVI_04047', 37514]
['DEINVI_01297', 37510]
['DEINVI_03162', 37464]
['DEINVI_02821', 37442]
['DEINVI_08710', 37415]
['DEINVI_08711', 37410]
['DEINVI_06009', 37390]
['DEINVI_04369', 37378]
['DEINVI_07017', 37378]
['DEINVI_05206', 37351]
['DEINVI_08715', 37344]
['DEINVI_08716', 37326]
['DEINVI_05548', 37323]
['DEINVI_04937', 37311]
['DEINVI_08721', 37260]
['DEINVI_07475', 37254]
['DEINVI_08722', 37253]
['DEINVI_03356', 37192]
['DEINVI_06178', 37149]
['DEINVI_06016', 37101]
['DEINVI_08733', 37093]
['DEINVI_03596', 37090]
['DEINVI_00774', 37044]
['DEINVI_04231', 37041]
['DEINVI_02596', 37029]
['DEINVI_06517', 37020]
['DEINVI_01556', 37011]
['DEINVI_00088', 37000]
['DEINVI_00357', 37000]
['DEINVI_01204', 37000]
['DEINVI_01768', 37000]
['DEINVI_03205', 37000]
['DEINVI_03732', 37000]
['DEINVI_03865', 37000]
['DEINVI_03947', 36983]
['DEINVI_04794', 36980]
['DEINVI_03291', 36978]
['DEINVI_04556', 36974]
['DEINVI_06912', 36936]
['DEINVI_06880', 36935]
['DEINVI_02648', 36921]
['DEINVI_08742', 36892]
['DEINVI_00363', 36861]
['DEINVI_00678', 36853]
['DEINVI_08743', 36842]
['DEINVI_05738', 36834]
['DEINVI_07536', 36830]
['DEINVI_01218', 36809]
['DEINVI_08749', 36799]
['DEINVI_00733', 36784]
['DEINVI_03445', 36765]
['DEINVI_05664', 36760]
['DEINVI_04107', 36750]
['DEINVI_06532', 36735]
['DEINVI_00359', 36727]
['DEINVI_08759', 36727]
['DEINVI_04748', 36702]
['DEINVI_08760', 36692]
['DEINVI_00361', 36637]
['DEINVI_08767', 36636]
['DEINVI_05001', 36604]
['DEINVI_08768', 36604]
['DEINVI_08769', 36598]
['DEINVI_08770', 36576]
['DEINVI_01187', 36566]
['DEINVI_01389', 36551]
['DEINVI_04255', 36533]
['DEINVI_08777', 36531]
['DEINVI_00360', 36521]
['DEINVI_01831', 36504]
['DEINVI_00066', 36500]
['DEINVI_00087', 36500]
['DEINVI_00186', 36500]
['DEINVI_03504', 36484]
['DEINVI_00364', 36475]
['DEINVI_08783', 36464]
['DEINVI_08786', 36408]
['DEINVI_01557', 36379]
['DEINVI_02774', 36368]
['DEINVI_04246', 36366]
['DEINVI_04390', 36350]
['DEINVI_08787', 36338]
['DEINVI_00362', 36325]
['DEINVI_03410', 36309]
['DEINVI_01886', 36297]
['DEINVI_08791', 36297]
['DEINVI_00817', 36259]
['DEINVI_08798', 36256]
['DEINVI_04137', 36248]
['DEINVI_02054', 36182]
['DEINVI_08811', 36180]
['DEINVI_08814', 36142]
['DEINVI_08815', 36139]
['DEINVI_08816', 36135]
['DEINVI_06480', 36130]
['DEINVI_08818', 36129]
['DEINVI_08819', 36111]
['DEINVI_02579', 36105]
['DEINVI_05207', 36098]
['DEINVI_08823', 36083]
['DEINVI_08833', 36061]
['DEINVI_08834', 36046]
['DEINVI_00884', 36043]
['DEINVI_03684', 36039]
['DEINVI_08844', 36008]
['DEINVI_00352', 36000]
['DEINVI_00974', 36000]
['DEINVI_02048', 36000]
['DEINVI_02362', 36000]
['DEINVI_02600', 36000]
['DEINVI_04240', 36000]
['DEINVI_08846', 35993]
['DEINVI_08847', 35990]
['DEINVI_01656', 35970]
['DEINVI_08852', 35921]
['DEINVI_00365', 35915]
['DEINVI_08855', 35907]
['DEINVI_08856', 35886]
['DEINVI_06426', 35863]
['DEINVI_08859', 35844]
['DEINVI_02069', 35843]
['DEINVI_08862', 35843]
['DEINVI_08865', 35823]
['DEINVI_08866', 35814]
['DEINVI_06310', 35811]
['DEINVI_04945', 35773]
['DEINVI_08870', 35750]
['DEINVI_08872', 35742]
['DEINVI_08874', 35733]
['DEINVI_01262', 35730]
['DEINVI_02530', 35695]
['DEINVI_03673', 35695]
['DEINVI_07582', 35694]
['DEINVI_00366', 35685]
['DEINVI_08883', 35661]
['DEINVI_08884', 35650]
['DEINVI_08887', 35611]
['DEINVI_08888', 35599]
['DEINVI_05052', 35596]
['DEINVI_08894', 35547]
['DEINVI_07561', 35541]
['DEINVI_08897', 35530]
['DEINVI_03482', 35524]
['DEINVI_04090', 35523]
['DEINVI_02885', 35513]
['DEINVI_00079', 35500]
['DEINVI_04209', 35448]
['DEINVI_08907', 35432]
['DEINVI_00367', 35429]
['DEINVI_06820', 35415]
['DEINVI_06624', 35409]
['DEINVI_08909', 35408]
['DEINVI_08911', 35378]
['DEINVI_08914', 35364]
['DEINVI_04034', 35350]
['DEINVI_08918', 35336]
['DEINVI_01493', 35315]
['DEINVI_03703', 35305]
['DEINVI_05694', 35290]
['DEINVI_08922', 35288]
['DEINVI_05905', 35270]
['DEINVI_08924', 35234]
['DEINVI_01127', 35208]
['DEINVI_04371', 35198]
['DEINVI_00368', 35183]
['DEINVI_08927', 35181]
['DEINVI_04721', 35117]
['DEINVI_02825', 35115]
['DEINVI_07563', 35094]
['DEINVI_03027', 35089]
['DEINVI_03287', 35078]
['DEINVI_05328', 35039]
['DEINVI_06634', 35038]
['DEINVI_08931', 35025]
['DEINVI_08933', 35007]
['DEINVI_00780', 35000]
['DEINVI_01410', 35000]
['DEINVI_01989', 35000]
['DEINVI_02287', 35000]
['DEINVI_02412', 35000]
['DEINVI_03034', 35000]
['DEINVI_05060', 35000]
['DEINVI_08935', 34991]
['DEINVI_06457', 34989]
['DEINVI_08936', 34979]
['DEINVI_08939', 34958]
['DEINVI_03443', 34922]
['DEINVI_05725', 34920]
['DEINVI_02161', 34919]
['DEINVI_06654', 34915]
['DEINVI_07443', 34891]
['DEINVI_04185', 34860]
['DEINVI_04466', 34856]
['DEINVI_00575', 34832]
['DEINVI_08945', 34831]
['DEINVI_02233', 34814]
['DEINVI_08946', 34812]
['DEINVI_00337', 34806]
['DEINVI_03931', 34790]
['DEINVI_00369', 34780]
['DEINVI_01923', 34772]
['DEINVI_01653', 34762]
['DEINVI_08953', 34754]
['DEINVI_05292', 34741]
['DEINVI_07303', 34737]
['DEINVI_03364', 34732]
['DEINVI_03670', 34705]
['DEINVI_03942', 34691]
['DEINVI_04479', 34664]
['DEINVI_00358', 34642]
['DEINVI_01997', 34628]
['DEINVI_02138', 34617]
['DEINVI_00370', 34593]
['DEINVI_00176', 34589]
['DEINVI_07014', 34584]
['DEINVI_02181', 34581]
['DEINVI_02799', 34565]
['DEINVI_04049', 34541]
['DEINVI_08963', 34524]
['DEINVI_06738', 34518]
['DEINVI_03840', 34517]
['DEINVI_08967', 34501]
['DEINVI_06017', 34483]
['DEINVI_04335', 34481]
['DEINVI_04878', 34455]
['DEINVI_07000', 34444]
['DEINVI_03263', 34443]
['DEINVI_08974', 34438]
['DEINVI_08975', 34425]
['DEINVI_08976', 34422]
['DEINVI_08980', 34400]
['DEINVI_03581', 34396]
['DEINVI_08982', 34390]
['DEINVI_01391', 34356]
['DEINVI_08984', 34356]
['DEINVI_07325', 34345]
['DEINVI_03667', 34307]
['DEINVI_08991', 34303]
['DEINVI_07056', 34298]
['DEINVI_00953', 34222]
['DEINVI_01730', 34213]
['DEINVI_02182', 34201]
['DEINVI_09001', 34176]
['DEINVI_09002', 34173]
['DEINVI_02222', 34172]
['DEINVI_03017', 34156]
['DEINVI_00084', 34154]
['DEINVI_09003', 34154]
['DEINVI_09004', 34146]
['DEINVI_00862', 34142]
['DEINVI_09005', 34142]
['DEINVI_00671', 34116]
['DEINVI_07412', 34097]
['DEINVI_07285', 34079]
['DEINVI_04730', 34073]
['DEINVI_06568', 34067]
['DEINVI_01950', 34032]
['DEINVI_00371', 34015]
['DEINVI_06519', 34015]
['DEINVI_09012', 34015]
['DEINVI_00354', 34000]
['DEINVI_00374', 34000]
['DEINVI_01107', 34000]
['DEINVI_01110', 34000]
['DEINVI_03584', 34000]
['DEINVI_04998', 34000]
['DEINVI_09015', 33977]
['DEINVI_06823', 33968]
['DEINVI_00376', 33944]
['DEINVI_09020', 33941]
['DEINVI_04676', 33938]
['DEINVI_09021', 33922]
['DEINVI_02510', 33920]
['DEINVI_04901', 33914]
['DEINVI_05310', 33905]
['DEINVI_09027', 33900]
['DEINVI_05619', 33896]
['DEINVI_03452', 33894]
['DEINVI_02413', 33879]
['DEINVI_02194', 33859]
['DEINVI_06939', 33859]
['DEINVI_09029', 33848]
['DEINVI_01069', 33844]
['DEINVI_07593', 33835]
['DEINVI_00377', 33832]
['DEINVI_05409', 33786]
['DEINVI_09033', 33751]
['DEINVI_06633', 33735]
['DEINVI_07395', 33732]
['DEINVI_09036', 33729]
['DEINVI_07079', 33717]
['DEINVI_09037', 33691]
['DEINVI_07469', 33677]
['DEINVI_09040', 33664]
['DEINVI_04483', 33613]
['DEINVI_00740', 33594]
['DEINVI_09043', 33581]
['DEINVI_01014', 33544]
['DEINVI_05518', 33488]
['DEINVI_03249', 33463]
['DEINVI_04180', 33462]
['DEINVI_01522', 33457]
['DEINVI_09058', 33450]
['DEINVI_05661', 33436]
['DEINVI_09059', 33411]
['DEINVI_09064', 33370]
['DEINVI_01360', 33359]
['DEINVI_04295', 33336]
['DEINVI_07470', 33307]
['DEINVI_09065', 33304]
['DEINVI_07431', 33266]
['DEINVI_05679', 33248]
['DEINVI_03213', 33240]
['DEINVI_09069', 33234]
['DEINVI_09070', 33232]
['DEINVI_00378', 33224]
['DEINVI_05291', 33220]
['DEINVI_09071', 33218]
['DEINVI_00379', 33217]
['DEINVI_04074', 33217]
['DEINVI_06919', 33175]
['DEINVI_06189', 33146]
['DEINVI_05193', 33144]
['DEINVI_06247', 33144]
['DEINVI_02904', 33113]
['DEINVI_07302', 33097]
['DEINVI_03372', 33081]
['DEINVI_00727', 33028]
['DEINVI_05529', 33024]
['DEINVI_06602', 33013]
['DEINVI_09086', 33011]
['DEINVI_09087', 33003]
['DEINVI_00041', 33000]
['DEINVI_00181', 33000]
['DEINVI_00375', 33000]
['DEINVI_00380', 33000]
['DEINVI_00383', 33000]
['DEINVI_00816', 33000]
['DEINVI_00956', 33000]
['DEINVI_01630', 33000]
['DEINVI_02896', 33000]
['DEINVI_03051', 33000]
['DEINVI_03623', 33000]
['DEINVI_04503', 33000]
['DEINVI_05109', 33000]
['DEINVI_00965', 32997]
['DEINVI_05594', 32982]
['DEINVI_03198', 32936]
['DEINVI_00382', 32929]
['DEINVI_09091', 32912]
['DEINVI_09092', 32899]
['DEINVI_04841', 32860]
['DEINVI_07741', 32854]
['DEINVI_01664', 32853]
['DEINVI_09096', 32842]
['DEINVI_06488', 32835]
['DEINVI_09098', 32824]
['DEINVI_09099', 32822]
['DEINVI_00381', 32821]
['DEINVI_09100', 32819]
['DEINVI_06543', 32803]
['DEINVI_09102', 32788]
['DEINVI_05108', 32779]
['DEINVI_09105', 32758]
['DEINVI_03451', 32746]
['DEINVI_04808', 32722]
['DEINVI_03830', 32718]
['DEINVI_06307', 32703]
['DEINVI_03945', 32682]
['DEINVI_09112', 32682]
['DEINVI_09113', 32676]
['DEINVI_02268', 32667]
['DEINVI_09114', 32666]
['DEINVI_09115', 32659]
['DEINVI_06998', 32641]
['DEINVI_09117', 32640]
['DEINVI_09121', 32614]
['DEINVI_09122', 32603]
['DEINVI_09123', 32580]
['DEINVI_05194', 32578]
['DEINVI_09124', 32570]
['DEINVI_05467', 32551]
['DEINVI_02829', 32542]
['DEINVI_07549', 32542]
['DEINVI_09130', 32530]
['DEINVI_04157', 32525]
['DEINVI_06500', 32524]
['DEINVI_05050', 32516]
['DEINVI_00136', 32500]
['DEINVI_06991', 32498]
['DEINVI_05420', 32477]
['DEINVI_09134', 32467]
['DEINVI_00576', 32446]
['DEINVI_05049', 32441]
['DEINVI_05482', 32441]
['DEINVI_09138', 32421]
['DEINVI_06640', 32353]
['DEINVI_01532', 32347]
['DEINVI_09140', 32338]
['DEINVI_09143', 32317]
['DEINVI_09148', 32296]
['DEINVI_00385', 32294]
['DEINVI_03986', 32254]
['DEINVI_03177', 32245]
['DEINVI_09153', 32233]
['DEINVI_09154', 32226]
['DEINVI_09155', 32202]
['DEINVI_09156', 32193]
['DEINVI_09157', 32189]
['DEINVI_09158', 32185]
['DEINVI_03908', 32182]
['DEINVI_09159', 32178]
['DEINVI_09162', 32171]
['DEINVI_09165', 32161]
['DEINVI_09166', 32152]
['DEINVI_09168', 32149]
['DEINVI_09169', 32148]
['DEINVI_07477', 32141]
['DEINVI_00384', 32128]
['DEINVI_06612', 32126]
['DEINVI_09171', 32116]
['DEINVI_07202', 32115]
['DEINVI_04877', 32100]
['DEINVI_03675', 32054]
['DEINVI_07028', 32028]
['DEINVI_02708', 32020]
['DEINVI_03293', 32019]
['DEINVI_00834', 32007]
['DEINVI_09181', 32007]
['DEINVI_07235', 32001]
['DEINVI_00387', 32000]
['DEINVI_00577', 32000]
['DEINVI_01045', 32000]
['DEINVI_03133', 32000]
['DEINVI_09182', 31999]
['DEINVI_09184', 31997]
['DEINVI_01670', 31996]
['DEINVI_09185', 31993]
['DEINVI_09186', 31993]
['DEINVI_02557', 31985]
['DEINVI_09188', 31979]
['DEINVI_03599', 31978]
['DEINVI_03631', 31978]
['DEINVI_09189', 31978]
['DEINVI_06980', 31956]
['DEINVI_09195', 31950]
['DEINVI_09196', 31927]
['DEINVI_01042', 31919]
['DEINVI_09197', 31909]
['DEINVI_09199', 31899]
['DEINVI_09202', 31885]
['DEINVI_09206', 31828]
['DEINVI_09207', 31815]
['DEINVI_09210', 31801]
['DEINVI_03150', 31793]
['DEINVI_01311', 31789]
['DEINVI_09213', 31762]
['DEINVI_09214', 31750]
['DEINVI_07319', 31738]
['DEINVI_09219', 31697]
['DEINVI_04951', 31693]
['DEINVI_03129', 31686]
['DEINVI_01299', 31681]
['DEINVI_00386', 31679]
['DEINVI_06891', 31671]
['DEINVI_00830', 31662]
['DEINVI_07190', 31645]
['DEINVI_06686', 31642]
['DEINVI_09223', 31638]
['DEINVI_01227', 31623]
['DEINVI_00388', 31583]
['DEINVI_09228', 31582]
['DEINVI_09229', 31578]
['DEINVI_07130', 31575]
['DEINVI_09233', 31552]
['DEINVI_09234', 31551]
['DEINVI_05675', 31549]
['DEINVI_05453', 31547]
['DEINVI_09241', 31532]
['DEINVI_09242', 31528]
['DEINVI_09243', 31515]
['DEINVI_01808', 31502]
['DEINVI_00043', 31500]
['DEINVI_00113', 31500]
['DEINVI_00178', 31500]
['DEINVI_00578', 31488]
['DEINVI_00579', 31486]
['DEINVI_09245', 31480]
['DEINVI_04603', 31474]
['DEINVI_07116', 31471]
['DEINVI_05717', 31440]
['DEINVI_01822', 31417]
['DEINVI_09253', 31412]
['DEINVI_03406', 31388]
['DEINVI_00394', 31386]
['DEINVI_09259', 31357]
['DEINVI_01198', 31339]
['DEINVI_09262', 31334]
['DEINVI_09263', 31334]
['DEINVI_09264', 31333]
['DEINVI_04421', 31331]
['DEINVI_06944', 31295]
['DEINVI_09265', 31295]
['DEINVI_04637', 31285]
['DEINVI_09266', 31279]
['DEINVI_02611', 31277]
['DEINVI_02295', 31267]
['DEINVI_09270', 31264]
['DEINVI_09272', 31255]
['DEINVI_04799', 31248]
['DEINVI_04770', 31232]
['DEINVI_07571', 31224]
['DEINVI_09278', 31207]
['DEINVI_09279', 31197]
['DEINVI_09280', 31194]
['DEINVI_02389', 31183]
['DEINVI_09283', 31172]
['DEINVI_02285', 31159]
['DEINVI_05412', 31157]
['DEINVI_03026', 31142]
['DEINVI_04890', 31139]
['DEINVI_04627', 31128]
['DEINVI_04772', 31122]
['DEINVI_09293', 31119]
['DEINVI_04619', 31109]
['DEINVI_07893', 31109]
['DEINVI_06541', 31097]
['DEINVI_09298', 31087]
['DEINVI_09301', 31068]
['DEINVI_00855', 31065]
['DEINVI_09303', 31034]
['DEINVI_09304', 31024]
['DEINVI_09305', 31015]
['DEINVI_04752', 31003]
['DEINVI_09307', 31003]
['DEINVI_00072', 31000]
['DEINVI_00389', 31000]
['DEINVI_00390', 31000]
['DEINVI_00391', 31000]
['DEINVI_01114', 31000]
['DEINVI_01472', 31000]
['DEINVI_01871', 31000]
['DEINVI_02474', 31000]
['DEINVI_02583', 31000]
['DEINVI_04935', 31000]
['DEINVI_09308', 30993]
['DEINVI_04727', 30968]
['DEINVI_02562', 30964]
['DEINVI_09311', 30959]
['DEINVI_01688', 30958]
['DEINVI_09312', 30950]
['DEINVI_01519', 30949]
['DEINVI_01566', 30902]
['DEINVI_08604', 30899]
['DEINVI_09319', 30896]
['DEINVI_04352', 30889]
['DEINVI_07818', 30887]
['DEINVI_07182', 30882]
['DEINVI_07555', 30868]
['DEINVI_09325', 30816]
['DEINVI_03227', 30808]
['DEINVI_09327', 30800]
['DEINVI_09329', 30796]
['DEINVI_09330', 30791]
['DEINVI_05187', 30780]
['DEINVI_05698', 30778]
['DEINVI_09333', 30767]
['DEINVI_02263', 30759]
['DEINVI_01858', 30758]
['DEINVI_05229', 30757]
['DEINVI_02920', 30706]
['DEINVI_00393', 30662]
['DEINVI_09341', 30654]
['DEINVI_05526', 30631]
['DEINVI_04652', 30610]
['DEINVI_09345', 30590]
['DEINVI_09346', 30575]
['DEINVI_03894', 30569]
['DEINVI_03021', 30565]
['DEINVI_09347', 30560]
['DEINVI_00216', 30558]
['DEINVI_09348', 30544]
['DEINVI_09349', 30534]
['DEINVI_00580', 30530]
['DEINVI_09350', 30524]
['DEINVI_09351', 30523]
['DEINVI_00219', 30507]
['DEINVI_03127', 30504]
['DEINVI_09353', 30501]
['DEINVI_09354', 30501]
['DEINVI_09355', 30500]
['DEINVI_00392', 30485]
['DEINVI_05347', 30482]
['DEINVI_09356', 30464]
['DEINVI_09360', 30435]
['DEINVI_06781', 30434]
['DEINVI_05818', 30421]
['DEINVI_05997', 30419]
['DEINVI_02417', 30418]
['DEINVI_07493', 30404]
['DEINVI_05895', 30392]
['DEINVI_09361', 30387]
['DEINVI_09362', 30386]
['DEINVI_03586', 30384]
['DEINVI_03751', 30354]
['DEINVI_09366', 30340]
['DEINVI_09367', 30338]
['DEINVI_07588', 30323]
['DEINVI_06882', 30313]
['DEINVI_04016', 30296]
['DEINVI_01076', 30282]
['DEINVI_01467', 30251]
['DEINVI_09372', 30241]
['DEINVI_09373', 30237]
['DEINVI_09374', 30206]
['DEINVI_03577', 30202]
['DEINVI_05043', 30169]
['DEINVI_05306', 30161]
['DEINVI_03298', 30148]
['DEINVI_09385', 30141]
['DEINVI_00656', 30134]
['DEINVI_09386', 30134]
['DEINVI_06687', 30118]
['DEINVI_00395', 30117]
['DEINVI_09389', 30115]
['DEINVI_09391', 30113]
['DEINVI_03624', 30106]
['DEINVI_09393', 30093]
