['HiC_scaffold_7', 132869780]
['HiC_scaffold_4623', 46866]
['HiC_scaffold_3215', 46859]
['HiC_scaffold_7964', 46830]
['HiC_scaffold_722', 46787]
['HiC_scaffold_2702', 46728]
['HiC_scaffold_4414', 46727]
['HiC_scaffold_7970', 46723]
['HiC_scaffold_5540', 46720]
['HiC_scaffold_7976', 46663]
['HiC_scaffold_2848', 46654]
['HiC_scaffold_5101', 46651]
['HiC_scaffold_1585', 46604]
['HiC_scaffold_7985', 46562]
['HiC_scaffold_6534', 46514]
['HiC_scaffold_362', 46500]
['HiC_scaffold_2558', 46471]
['HiC_scaffold_897', 46354]
['HiC_scaffold_6427', 46319]
['HiC_scaffold_3450', 46313]
['HiC_scaffold_8006', 46281]
['HiC_scaffold_333', 46176]
['HiC_scaffold_1468', 46168]
['HiC_scaffold_6126', 46138]
['HiC_scaffold_6018', 46135]
['HiC_scaffold_8017', 46094]
['HiC_scaffold_8018', 46087]
['HiC_scaffold_364', 46000]
['HiC_scaffold_1256', 46000]
['HiC_scaffold_1502', 46000]
['HiC_scaffold_3733', 46000]
['HiC_scaffold_1257', 45971]
['HiC_scaffold_365', 45970]
['HiC_scaffold_8026', 45925]
['HiC_scaffold_7692', 45923]
['HiC_scaffold_1360', 45875]
['HiC_scaffold_4509', 45867]
['HiC_scaffold_8029', 45859]
['HiC_scaffold_4005', 45851]
['HiC_scaffold_4440', 45787]
['HiC_scaffold_8041', 45784]
['HiC_scaffold_8042', 45763]
['HiC_scaffold_366', 45758]
['HiC_scaffold_2757', 45720]
['HiC_scaffold_8047', 45709]
['HiC_scaffold_8049', 45697]
['HiC_scaffold_6186', 45663]
['HiC_scaffold_8057', 45606]
['HiC_scaffold_5623', 45605]
['HiC_scaffold_3934', 45601]
['HiC_scaffold_4187', 45568]
['HiC_scaffold_8063', 45552]
['HiC_scaffold_8064', 45549]
['HiC_scaffold_4663', 45523]
['HiC_scaffold_2639', 45497]
['HiC_scaffold_8070', 45491]
['HiC_scaffold_2608', 45475]
['HiC_scaffold_4132', 45431]
['HiC_scaffold_3104', 45429]
['HiC_scaffold_1473', 45401]
['HiC_scaffold_2860', 45393]
['HiC_scaffold_8081', 45364]
['HiC_scaffold_367', 45360]
['HiC_scaffold_1446', 45353]
['HiC_scaffold_4830', 45348]
['HiC_scaffold_8083', 45337]
['HiC_scaffold_3140', 45321]
['HiC_scaffold_5593', 45302]
['HiC_scaffold_8086', 45286]
['HiC_scaffold_795', 45240]
['HiC_scaffold_5406', 45190]
['HiC_scaffold_8090', 45188]
['HiC_scaffold_227', 45185]
['HiC_scaffold_8091', 45178]
['HiC_scaffold_2266', 45089]
['HiC_scaffold_8099', 45078]
['HiC_scaffold_1700', 45057]
['HiC_scaffold_8104', 45011]
['HiC_scaffold_228', 45008]
['HiC_scaffold_2042', 45000]
['HiC_scaffold_2720', 45000]
['HiC_scaffold_3692', 45000]
['HiC_scaffold_5338', 44971]
['HiC_scaffold_1457', 44964]
['HiC_scaffold_8106', 44951]
['HiC_scaffold_2863', 44938]
['HiC_scaffold_928', 44924]
['HiC_scaffold_8110', 44913]
['HiC_scaffold_5662', 44880]
['HiC_scaffold_3192', 44872]
['HiC_scaffold_8111', 44870]
['HiC_scaffold_8116', 44857]
['HiC_scaffold_8117', 44849]
['HiC_scaffold_4373', 44848]
['HiC_scaffold_5629', 44834]
['HiC_scaffold_8120', 44805]
['HiC_scaffold_8121', 44804]
['HiC_scaffold_4517', 44771]
['HiC_scaffold_360', 44769]
['HiC_scaffold_1594', 44724]
['HiC_scaffold_8126', 44704]
['HiC_scaffold_8131', 44696]
['HiC_scaffold_5821', 44686]
['HiC_scaffold_8132', 44680]
['HiC_scaffold_8138', 44655]
['HiC_scaffold_368', 44622]
['HiC_scaffold_8141', 44618]
['HiC_scaffold_3726', 44598]
['HiC_scaffold_4923', 44582]
['HiC_scaffold_877', 44580]
['HiC_scaffold_8145', 44512]
['HiC_scaffold_102', 44500]
['HiC_scaffold_155', 44500]
['HiC_scaffold_162', 44500]
['HiC_scaffold_8148', 44477]
['HiC_scaffold_4828', 44436]
['HiC_scaffold_8155', 44436]
['HiC_scaffold_6255', 44421]
['HiC_scaffold_8156', 44420]
['HiC_scaffold_2922', 44407]
['HiC_scaffold_1073', 44388]
['HiC_scaffold_8163', 44305]
['HiC_scaffold_6656', 44265]
['HiC_scaffold_8174', 44188]
['HiC_scaffold_1160', 44161]
['HiC_scaffold_1358', 44149]
['HiC_scaffold_369', 44129]
['HiC_scaffold_8179', 44118]
['HiC_scaffold_4940', 44062]
['HiC_scaffold_7004', 44031]
['HiC_scaffold_8185', 44029]
['HiC_scaffold_8190', 44009]
['HiC_scaffold_4643', 44004]
['HiC_scaffold_31', 44000]
['HiC_scaffold_166', 44000]
['HiC_scaffold_324', 44000]
['HiC_scaffold_3017', 44000]
['HiC_scaffold_4107', 44000]
['HiC_scaffold_4316', 44000]
['HiC_scaffold_8191', 43993]
['HiC_scaffold_4069', 43965]
['HiC_scaffold_8195', 43952]
['HiC_scaffold_2088', 43936]
['HiC_scaffold_8200', 43896]
['HiC_scaffold_8202', 43872]
['HiC_scaffold_8203', 43870]
['HiC_scaffold_8204', 43870]
['HiC_scaffold_5216', 43835]
['HiC_scaffold_8209', 43826]
['HiC_scaffold_1583', 43819]
['HiC_scaffold_8210', 43807]
['HiC_scaffold_3307', 43804]
['HiC_scaffold_8211', 43773]
['HiC_scaffold_6144', 43752]
['HiC_scaffold_4325', 43742]
['HiC_scaffold_8217', 43721]
['HiC_scaffold_6247', 43695]
['HiC_scaffold_8220', 43695]
['HiC_scaffold_8223', 43632]
['HiC_scaffold_2609', 43515]
['HiC_scaffold_3954', 43505]
['HiC_scaffold_8229', 43492]
['HiC_scaffold_5832', 43480]
['HiC_scaffold_229', 43448]
['HiC_scaffold_2965', 43433]
['HiC_scaffold_8234', 43422]
['HiC_scaffold_8236', 43416]
['HiC_scaffold_7164', 43409]
['HiC_scaffold_6630', 43338]
['HiC_scaffold_6663', 43308]
['HiC_scaffold_8242', 43286]
['HiC_scaffold_8243', 43276]
['HiC_scaffold_2522', 43255]
['HiC_scaffold_372', 43234]
['HiC_scaffold_5108', 43215]
['HiC_scaffold_2345', 43183]
['HiC_scaffold_7075', 43180]
['HiC_scaffold_8249', 43166]
['HiC_scaffold_8250', 43143]
['HiC_scaffold_6791', 43132]
['HiC_scaffold_4662', 43090]
['HiC_scaffold_3702', 43087]
['HiC_scaffold_8261', 43084]
['HiC_scaffold_2810', 43070]
['HiC_scaffold_8265', 43033]
['HiC_scaffold_4436', 43024]
['HiC_scaffold_5692', 43001]
['HiC_scaffold_1019', 43000]
['HiC_scaffold_1067', 43000]
['HiC_scaffold_1496', 43000]
['HiC_scaffold_4956', 43000]
['HiC_scaffold_5251', 43000]
['HiC_scaffold_3840', 42963]
['HiC_scaffold_8273', 42919]
['HiC_scaffold_371', 42883]
['HiC_scaffold_8275', 42882]
['HiC_scaffold_8276', 42882]
['HiC_scaffold_3810', 42799]
['HiC_scaffold_8283', 42772]
['HiC_scaffold_3987', 42767]
['HiC_scaffold_4350', 42743]
['HiC_scaffold_8287', 42724]
['HiC_scaffold_5708', 42675]
['HiC_scaffold_8295', 42649]
['HiC_scaffold_2684', 42620]
['HiC_scaffold_6897', 42605]
['HiC_scaffold_8303', 42569]
['HiC_scaffold_8305', 42516]
['HiC_scaffold_4034', 42492]
['HiC_scaffold_8308', 42480]
['HiC_scaffold_4310', 42432]
['HiC_scaffold_2080', 42400]
['HiC_scaffold_2468', 42396]
['HiC_scaffold_2098', 42386]
['HiC_scaffold_8315', 42382]
['HiC_scaffold_8316', 42372]
['HiC_scaffold_4945', 42338]
['HiC_scaffold_1886', 42312]
['HiC_scaffold_1523', 42256]
['HiC_scaffold_6434', 42237]
['HiC_scaffold_3425', 42235]
['HiC_scaffold_8331', 42224]
['HiC_scaffold_6533', 42193]
['HiC_scaffold_374', 42171]
['HiC_scaffold_5992', 42165]
['HiC_scaffold_8339', 42104]
['HiC_scaffold_1760', 42100]
['HiC_scaffold_5440', 42090]
['HiC_scaffold_669', 42080]
['HiC_scaffold_607', 42066]
['HiC_scaffold_8340', 42065]
['HiC_scaffold_4256', 42011]
['HiC_scaffold_149', 42000]
['HiC_scaffold_170', 42000]
['HiC_scaffold_373', 42000]
['HiC_scaffold_1524', 42000]
['HiC_scaffold_1646', 42000]
['HiC_scaffold_1949', 42000]
['HiC_scaffold_3848', 42000]
['HiC_scaffold_5283', 41732]
['HiC_scaffold_337', 41694]
['HiC_scaffold_5750', 41651]
['HiC_scaffold_1914', 41642]
['HiC_scaffold_4380', 41611]
['HiC_scaffold_6776', 41586]
['HiC_scaffold_8375', 41582]
['HiC_scaffold_4028', 41533]
['HiC_scaffold_847', 41525]
['HiC_scaffold_270', 41500]
['HiC_scaffold_3643', 41443]
['HiC_scaffold_8389', 41410]
['HiC_scaffold_5856', 41399]
['HiC_scaffold_2781', 41391]
['HiC_scaffold_8393', 41380]
['HiC_scaffold_8395', 41347]
['HiC_scaffold_8396', 41330]
['HiC_scaffold_8399', 41328]
['HiC_scaffold_3232', 41313]
['HiC_scaffold_6527', 41272]
['HiC_scaffold_1904', 41268]
['HiC_scaffold_2066', 41224]
['HiC_scaffold_2911', 41223]
['HiC_scaffold_6418', 41220]
['HiC_scaffold_8405', 41216]
['HiC_scaffold_8406', 41189]
['HiC_scaffold_8411', 41167]
['HiC_scaffold_4434', 41118]
['HiC_scaffold_1206', 41115]
['HiC_scaffold_8423', 41108]
['HiC_scaffold_608', 41081]
['HiC_scaffold_6321', 41078]
['HiC_scaffold_6457', 41070]
['HiC_scaffold_375', 41024]
['HiC_scaffold_201', 41000]
['HiC_scaffold_2092', 41000]
['HiC_scaffold_5198', 41000]
['HiC_scaffold_4348', 40999]
['HiC_scaffold_4746', 40973]
['HiC_scaffold_5139', 40965]
['HiC_scaffold_8437', 40947]
['HiC_scaffold_8440', 40931]
['HiC_scaffold_4037', 40922]
['HiC_scaffold_8453', 40853]
['HiC_scaffold_8454', 40852]
['HiC_scaffold_4016', 40845]
['HiC_scaffold_267', 40834]
['HiC_scaffold_4501', 40794]
['HiC_scaffold_376', 40787]
['HiC_scaffold_2279', 40758]
['HiC_scaffold_8463', 40757]
['HiC_scaffold_8464', 40751]
['HiC_scaffold_380', 40745]
['HiC_scaffold_6134', 40740]
['HiC_scaffold_8472', 40662]
['HiC_scaffold_4873', 40593]
['HiC_scaffold_4811', 40581]
['HiC_scaffold_5583', 40519]
['HiC_scaffold_8485', 40509]
['HiC_scaffold_138', 40500]
['HiC_scaffold_8489', 40491]
['HiC_scaffold_8490', 40490]
['HiC_scaffold_3769', 40487]
['HiC_scaffold_6596', 40485]
['HiC_scaffold_6953', 40455]
['HiC_scaffold_8496', 40381]
['HiC_scaffold_1106', 40355]
['HiC_scaffold_5523', 40333]
['HiC_scaffold_2437', 40324]
['HiC_scaffold_379', 40320]
['HiC_scaffold_7258', 40320]
['HiC_scaffold_5123', 40285]
['HiC_scaffold_3510', 40284]
['HiC_scaffold_1043', 40231]
['HiC_scaffold_5192', 40207]
['HiC_scaffold_7030', 40189]
['HiC_scaffold_8509', 40188]
['HiC_scaffold_382', 40185]
['HiC_scaffold_378', 40169]
['HiC_scaffold_609', 40162]
['HiC_scaffold_8510', 40126]
['HiC_scaffold_8513', 40106]
['HiC_scaffold_7304', 40080]
['HiC_scaffold_8519', 40066]
['HiC_scaffold_8520', 40050]
['HiC_scaffold_6599', 40003]
['HiC_scaffold_995', 40000]
['HiC_scaffold_1345', 40000]
['HiC_scaffold_1572', 40000]
['HiC_scaffold_1935', 40000]
['HiC_scaffold_3797', 40000]
['HiC_scaffold_3850', 40000]
['HiC_scaffold_4023', 40000]
['HiC_scaffold_5185', 40000]
['HiC_scaffold_8527', 39983]
['HiC_scaffold_6581', 39981]
['HiC_scaffold_2728', 39943]
['HiC_scaffold_5812', 39906]
['HiC_scaffold_5965', 39896]
['HiC_scaffold_8537', 39856]
['HiC_scaffold_4593', 39810]
['HiC_scaffold_8542', 39806]
['HiC_scaffold_381', 39786]
['HiC_scaffold_5398', 39773]
['HiC_scaffold_8548', 39733]
['HiC_scaffold_230', 39721]
['HiC_scaffold_6476', 39693]
['HiC_scaffold_8560', 39675]
['HiC_scaffold_8563', 39659]
['HiC_scaffold_8566', 39628]
['HiC_scaffold_8567', 39624]
['HiC_scaffold_8575', 39552]
['HiC_scaffold_7003', 39509]
['HiC_scaffold_1166', 39452]
['HiC_scaffold_8583', 39444]
['HiC_scaffold_5667', 39417]
['HiC_scaffold_3698', 39410]
['HiC_scaffold_8588', 39393]
['HiC_scaffold_6645', 39390]
['HiC_scaffold_7370', 39365]
['HiC_scaffold_8593', 39361]
['HiC_scaffold_8594', 39353]
['HiC_scaffold_6165', 39352]
['HiC_scaffold_4401', 39328]
['HiC_scaffold_5414', 39321]
['HiC_scaffold_8597', 39298]
['HiC_scaffold_6236', 39279]
['HiC_scaffold_6399', 39263]
['HiC_scaffold_8603', 39247]
['HiC_scaffold_383', 39234]
['HiC_scaffold_3396', 39197]
['HiC_scaffold_7112', 39153]
['HiC_scaffold_4327', 39104]
['HiC_scaffold_384', 39100]
['HiC_scaffold_5688', 39076]
['HiC_scaffold_4120', 39070]
['HiC_scaffold_6789', 39058]
['HiC_scaffold_8617', 39032]
['HiC_scaffold_3738', 39022]
['HiC_scaffold_4573', 39019]
['HiC_scaffold_82', 39000]
['HiC_scaffold_218', 39000]
['HiC_scaffold_2881', 39000]
['HiC_scaffold_5920', 38991]
['HiC_scaffold_3236', 38964]
['HiC_scaffold_1552', 38956]
['HiC_scaffold_6104', 38943]
['HiC_scaffold_2544', 38918]
['HiC_scaffold_8627', 38914]
['HiC_scaffold_2632', 38912]
['HiC_scaffold_8631', 38859]
['HiC_scaffold_8632', 38857]
['HiC_scaffold_1565', 38853]
['HiC_scaffold_1452', 38850]
['HiC_scaffold_876', 38816]
['HiC_scaffold_6901', 38809]
['HiC_scaffold_8633', 38809]
['HiC_scaffold_386', 38801]
['HiC_scaffold_8634', 38796]
['HiC_scaffold_2310', 38789]
['HiC_scaffold_8636', 38779]
['HiC_scaffold_2643', 38749]
['HiC_scaffold_6720', 38709]
['HiC_scaffold_8644', 38698]
['HiC_scaffold_8646', 38694]
['HiC_scaffold_1816', 38661]
['HiC_scaffold_3178', 38659]
['HiC_scaffold_8652', 38621]
['HiC_scaffold_8653', 38611]
['HiC_scaffold_6825', 38591]
['HiC_scaffold_5211', 38574]
['HiC_scaffold_3059', 38515]
['HiC_scaffold_8664', 38477]
['HiC_scaffold_8666', 38451]
['HiC_scaffold_8668', 38419]
['HiC_scaffold_6947', 38416]
['HiC_scaffold_6809', 38401]
['HiC_scaffold_8670', 38384]
['HiC_scaffold_7144', 38377]
['HiC_scaffold_8674', 38334]
['HiC_scaffold_8675', 38328]
['HiC_scaffold_8681', 38275]
['HiC_scaffold_8684', 38254]
['HiC_scaffold_388', 38226]
['HiC_scaffold_8690', 38200]
['HiC_scaffold_4430', 38190]
['HiC_scaffold_8692', 38178]
['HiC_scaffold_389', 38156]
['HiC_scaffold_3401', 38153]
['HiC_scaffold_157', 38067]
['HiC_scaffold_6340', 38037]
['HiC_scaffold_101', 38000]
['HiC_scaffold_1242', 38000]
['HiC_scaffold_1790', 38000]
['HiC_scaffold_2232', 38000]
['HiC_scaffold_2871', 38000]
['HiC_scaffold_2942', 38000]
['HiC_scaffold_8709', 37982]
['HiC_scaffold_5889', 37876]
['HiC_scaffold_6883', 37852]
['HiC_scaffold_1448', 37841]
['HiC_scaffold_8725', 37838]
['HiC_scaffold_4934', 37810]
['HiC_scaffold_8727', 37794]
['HiC_scaffold_4927', 37792]
['HiC_scaffold_8733', 37761]
['HiC_scaffold_8734', 37754]
['HiC_scaffold_7243', 37733]
['HiC_scaffold_3584', 37726]
['HiC_scaffold_8735', 37721]
['HiC_scaffold_3620', 37708]
['HiC_scaffold_2083', 37690]
['HiC_scaffold_5507', 37669]
['HiC_scaffold_8744', 37657]
['HiC_scaffold_2190', 37637]
['HiC_scaffold_8748', 37599]
['HiC_scaffold_6256', 37590]
['HiC_scaffold_3781', 37589]
['HiC_scaffold_6072', 37574]
['HiC_scaffold_6413', 37524]
['HiC_scaffold_4088', 37514]
['HiC_scaffold_1338', 37510]
['HiC_scaffold_3203', 37464]
['HiC_scaffold_2862', 37442]
['HiC_scaffold_8761', 37415]
['HiC_scaffold_8762', 37410]
['HiC_scaffold_6051', 37390]
['HiC_scaffold_4410', 37378]
['HiC_scaffold_7060', 37378]
['HiC_scaffold_5248', 37351]
['HiC_scaffold_8766', 37344]
['HiC_scaffold_8767', 37326]
['HiC_scaffold_5590', 37323]
['HiC_scaffold_4979', 37311]
['HiC_scaffold_8772', 37260]
['HiC_scaffold_7519', 37254]
['HiC_scaffold_8773', 37253]
['HiC_scaffold_3397', 37192]
['HiC_scaffold_6220', 37149]
['HiC_scaffold_6058', 37101]
['HiC_scaffold_8784', 37093]
['HiC_scaffold_3637', 37090]
['HiC_scaffold_815', 37044]
['HiC_scaffold_4272', 37041]
['HiC_scaffold_2637', 37029]
['HiC_scaffold_6559', 37020]
['HiC_scaffold_1597', 37011]
['HiC_scaffold_219', 37010]
['HiC_scaffold_88', 37000]
['HiC_scaffold_390', 37000]
['HiC_scaffold_1245', 37000]
['HiC_scaffold_1809', 37000]
['HiC_scaffold_3246', 37000]
['HiC_scaffold_3773', 37000]
['HiC_scaffold_3906', 37000]
['HiC_scaffold_3988', 36983]
['HiC_scaffold_4836', 36980]
['HiC_scaffold_3332', 36978]
['HiC_scaffold_4597', 36974]
['HiC_scaffold_6955', 36936]
['HiC_scaffold_6923', 36935]
['HiC_scaffold_2689', 36921]
['HiC_scaffold_8793', 36892]
['HiC_scaffold_396', 36861]
['HiC_scaffold_719', 36853]
['HiC_scaffold_8794', 36842]
['HiC_scaffold_5780', 36834]
['HiC_scaffold_7583', 36830]
['HiC_scaffold_1259', 36809]
['HiC_scaffold_8800', 36799]
['HiC_scaffold_774', 36784]
['HiC_scaffold_3486', 36765]
['HiC_scaffold_5706', 36760]
['HiC_scaffold_4148', 36750]
['HiC_scaffold_6574', 36735]
['HiC_scaffold_392', 36727]
['HiC_scaffold_8810', 36727]
['HiC_scaffold_4790', 36702]
['HiC_scaffold_8811', 36692]
['HiC_scaffold_394', 36637]
['HiC_scaffold_8818', 36636]
['HiC_scaffold_5043', 36604]
['HiC_scaffold_8819', 36604]
['HiC_scaffold_8820', 36598]
['HiC_scaffold_8821', 36576]
['HiC_scaffold_1228', 36566]
['HiC_scaffold_1430', 36551]
['HiC_scaffold_4296', 36533]
['HiC_scaffold_8828', 36531]
['HiC_scaffold_393', 36521]
['HiC_scaffold_1872', 36504]
['HiC_scaffold_66', 36500]
['HiC_scaffold_87', 36500]
['HiC_scaffold_186', 36500]
['HiC_scaffold_3545', 36484]
['HiC_scaffold_397', 36475]
['HiC_scaffold_8834', 36464]
['HiC_scaffold_8837', 36408]
['HiC_scaffold_1598', 36379]
['HiC_scaffold_2815', 36368]
['HiC_scaffold_4287', 36366]
['HiC_scaffold_4431', 36350]
['HiC_scaffold_8838', 36338]
['HiC_scaffold_395', 36325]
['HiC_scaffold_3451', 36309]
['HiC_scaffold_1927', 36297]
['HiC_scaffold_8842', 36297]
['HiC_scaffold_858', 36259]
['HiC_scaffold_8849', 36256]
['HiC_scaffold_4178', 36248]
['HiC_scaffold_2095', 36182]
['HiC_scaffold_8862', 36180]
['HiC_scaffold_8865', 36142]
['HiC_scaffold_8866', 36139]
['HiC_scaffold_8867', 36135]
['HiC_scaffold_6522', 36130]
['HiC_scaffold_8869', 36129]
['HiC_scaffold_8870', 36111]
['HiC_scaffold_2620', 36105]
['HiC_scaffold_5249', 36098]
['HiC_scaffold_8874', 36083]
['HiC_scaffold_8884', 36061]
['HiC_scaffold_8885', 36046]
['HiC_scaffold_925', 36043]
['HiC_scaffold_3725', 36039]
['HiC_scaffold_8895', 36008]
['HiC_scaffold_385', 36000]
['HiC_scaffold_1015', 36000]
['HiC_scaffold_2089', 36000]
['HiC_scaffold_2403', 36000]
['HiC_scaffold_2641', 36000]
['HiC_scaffold_4281', 36000]
['HiC_scaffold_8897', 35993]
['HiC_scaffold_8898', 35990]
['HiC_scaffold_1697', 35970]
['HiC_scaffold_8903', 35921]
['HiC_scaffold_398', 35915]
['HiC_scaffold_8906', 35907]
['HiC_scaffold_8907', 35886]
['HiC_scaffold_6468', 35863]
['HiC_scaffold_8910', 35844]
['HiC_scaffold_2110', 35843]
['HiC_scaffold_8913', 35843]
['HiC_scaffold_8916', 35823]
['HiC_scaffold_8917', 35814]
['HiC_scaffold_6352', 35811]
['HiC_scaffold_4987', 35773]
['HiC_scaffold_8921', 35750]
['HiC_scaffold_8923', 35742]
['HiC_scaffold_8925', 35733]
['HiC_scaffold_1303', 35730]
['HiC_scaffold_2571', 35695]
['HiC_scaffold_3714', 35695]
['HiC_scaffold_7629', 35694]
['HiC_scaffold_399', 35685]
['HiC_scaffold_8934', 35661]
['HiC_scaffold_8935', 35650]
['HiC_scaffold_8938', 35611]
['HiC_scaffold_8939', 35599]
['HiC_scaffold_5094', 35596]
['HiC_scaffold_8945', 35547]
['HiC_scaffold_7608', 35541]
['HiC_scaffold_8948', 35530]
['HiC_scaffold_3523', 35524]
['HiC_scaffold_4131', 35523]
['HiC_scaffold_2926', 35513]
['HiC_scaffold_79', 35500]
['HiC_scaffold_4250', 35448]
['HiC_scaffold_8958', 35432]
['HiC_scaffold_400', 35429]
['HiC_scaffold_6863', 35415]
['HiC_scaffold_6666', 35409]
['HiC_scaffold_8960', 35408]
['HiC_scaffold_8962', 35378]
['HiC_scaffold_8965', 35364]
['HiC_scaffold_4075', 35350]
['HiC_scaffold_8969', 35336]
['HiC_scaffold_1534', 35315]
['HiC_scaffold_3744', 35305]
['HiC_scaffold_5736', 35290]
['HiC_scaffold_8973', 35288]
['HiC_scaffold_5947', 35270]
['HiC_scaffold_8975', 35234]
['HiC_scaffold_1168', 35208]
['HiC_scaffold_4412', 35198]
['HiC_scaffold_401', 35183]
['HiC_scaffold_8978', 35181]
['HiC_scaffold_4763', 35117]
['HiC_scaffold_2866', 35115]
['HiC_scaffold_7610', 35094]
['HiC_scaffold_3068', 35089]
['HiC_scaffold_3328', 35078]
['HiC_scaffold_5370', 35039]
['HiC_scaffold_6676', 35038]
['HiC_scaffold_8982', 35025]
['HiC_scaffold_8984', 35007]
['HiC_scaffold_821', 35000]
['HiC_scaffold_1451', 35000]
['HiC_scaffold_2030', 35000]
['HiC_scaffold_2328', 35000]
['HiC_scaffold_2453', 35000]
['HiC_scaffold_3075', 35000]
['HiC_scaffold_5102', 35000]
['HiC_scaffold_8986', 34991]
['HiC_scaffold_6499', 34989]
['HiC_scaffold_8987', 34979]
['HiC_scaffold_8990', 34958]
['HiC_scaffold_3484', 34922]
['HiC_scaffold_5767', 34920]
['HiC_scaffold_2202', 34919]
['HiC_scaffold_6696', 34915]
['HiC_scaffold_7487', 34891]
['HiC_scaffold_4226', 34860]
['HiC_scaffold_4507', 34856]
['HiC_scaffold_610', 34832]
['HiC_scaffold_8996', 34831]
['HiC_scaffold_2274', 34814]
['HiC_scaffold_8997', 34812]
['HiC_scaffold_370', 34806]
['HiC_scaffold_3972', 34790]
['HiC_scaffold_402', 34780]
['HiC_scaffold_1964', 34772]
['HiC_scaffold_1694', 34762]
['HiC_scaffold_9004', 34754]
['HiC_scaffold_5334', 34741]
['HiC_scaffold_7346', 34737]
['HiC_scaffold_3405', 34732]
['HiC_scaffold_3711', 34705]
['HiC_scaffold_3983', 34691]
['HiC_scaffold_4520', 34664]
['HiC_scaffold_391', 34642]
['HiC_scaffold_2038', 34628]
['HiC_scaffold_2179', 34617]
['HiC_scaffold_403', 34593]
['HiC_scaffold_176', 34589]
['HiC_scaffold_7057', 34584]
['HiC_scaffold_2222', 34581]
['HiC_scaffold_2840', 34565]
['HiC_scaffold_4090', 34541]
['HiC_scaffold_9014', 34524]
['HiC_scaffold_6780', 34518]
['HiC_scaffold_3881', 34517]
['HiC_scaffold_9018', 34501]
['HiC_scaffold_6059', 34483]
['HiC_scaffold_4376', 34481]
['HiC_scaffold_4920', 34455]
['HiC_scaffold_7043', 34444]
['HiC_scaffold_3304', 34443]
['HiC_scaffold_9025', 34438]
['HiC_scaffold_9026', 34425]
['HiC_scaffold_9027', 34422]
['HiC_scaffold_9031', 34400]
['HiC_scaffold_3622', 34396]
['HiC_scaffold_9033', 34390]
['HiC_scaffold_1432', 34356]
['HiC_scaffold_9035', 34356]
['HiC_scaffold_7369', 34345]
['HiC_scaffold_3708', 34307]
['HiC_scaffold_9042', 34303]
['HiC_scaffold_7099', 34298]
['HiC_scaffold_994', 34222]
['HiC_scaffold_1771', 34213]
['HiC_scaffold_2223', 34201]
['HiC_scaffold_9052', 34176]
['HiC_scaffold_9053', 34173]
['HiC_scaffold_2263', 34172]
['HiC_scaffold_3058', 34156]
['HiC_scaffold_84', 34154]
['HiC_scaffold_9054', 34154]
['HiC_scaffold_9055', 34146]
['HiC_scaffold_903', 34142]
['HiC_scaffold_9056', 34142]
['HiC_scaffold_712', 34116]
['HiC_scaffold_7456', 34097]
['HiC_scaffold_7328', 34079]
['HiC_scaffold_4772', 34073]
['HiC_scaffold_6610', 34067]
['HiC_scaffold_1991', 34032]
['HiC_scaffold_404', 34015]
['HiC_scaffold_6561', 34015]
['HiC_scaffold_9063', 34015]
['HiC_scaffold_387', 34000]
['HiC_scaffold_407', 34000]
['HiC_scaffold_1148', 34000]
['HiC_scaffold_1151', 34000]
['HiC_scaffold_3625', 34000]
['HiC_scaffold_5040', 34000]
['HiC_scaffold_9066', 33977]
['HiC_scaffold_6866', 33968]
['HiC_scaffold_409', 33944]
['HiC_scaffold_9071', 33941]
['HiC_scaffold_4717', 33938]
['HiC_scaffold_9072', 33922]
['HiC_scaffold_2551', 33920]
['HiC_scaffold_4943', 33914]
['HiC_scaffold_5352', 33905]
['HiC_scaffold_9078', 33900]
['HiC_scaffold_5661', 33896]
['HiC_scaffold_3493', 33894]
['HiC_scaffold_2454', 33879]
['HiC_scaffold_2235', 33859]
['HiC_scaffold_6982', 33859]
['HiC_scaffold_9080', 33848]
['HiC_scaffold_1110', 33844]
['HiC_scaffold_7641', 33835]
['HiC_scaffold_410', 33832]
['HiC_scaffold_5451', 33786]
['HiC_scaffold_9084', 33751]
['HiC_scaffold_232', 33740]
['HiC_scaffold_6675', 33735]
['HiC_scaffold_7439', 33732]
['HiC_scaffold_9087', 33729]
['HiC_scaffold_7122', 33717]
['HiC_scaffold_9088', 33691]
['HiC_scaffold_7513', 33677]
['HiC_scaffold_9091', 33664]
['HiC_scaffold_4524', 33613]
['HiC_scaffold_781', 33594]
['HiC_scaffold_9094', 33581]
['HiC_scaffold_1055', 33544]
['HiC_scaffold_5560', 33488]
['HiC_scaffold_3290', 33463]
['HiC_scaffold_4221', 33462]
['HiC_scaffold_1563', 33457]
['HiC_scaffold_9109', 33450]
['HiC_scaffold_5703', 33436]
['HiC_scaffold_9110', 33411]
['HiC_scaffold_9115', 33370]
['HiC_scaffold_1401', 33359]
['HiC_scaffold_4336', 33336]
['HiC_scaffold_7514', 33307]
['HiC_scaffold_9116', 33304]
